record_id,artist_user_id,title,genre,release_date
record_8ab184b9-5276-4831-9f3e-3aa79cdef01a,user_d390582a-b07d-43cc-ae2f-a1bebae4bd9d,But game positive,Punk,2022-07-22
record_7a74c351-d25f-46d6-b029-494f4974a131,user_2909393f-2d44-4442-a632-80ff5a69d6d9,Person hour collection,Hip-Hop,2021-04-25
record_a4b7775e-39c5-4aec-98f1-ec533c127c04,user_d56cafca-9e34-4bf5-be9d-a2c357ffb0d5,Stage state generation,Indie,2023-03-12
record_68b0969a-138b-4f70-b1a5-e60a06a972ee,user_93dd4bec-b804-44e9-84c9-88af6b5673d7,Wish,Folk,2022-07-09
record_e87c595e-9cc7-4fa2-aa29-ffe5f4b50c5a,user_10dfa3b6-52b6-43a9-835a-ad110ad50ff2,Compare center,Latin,2022-11-08
record_d01d0ba5-4dfa-4254-a3dc-7c9b9135fcfd,user_bc1b3d82-cd8d-4b35-80b2-0aa44e456b2d,Majority box,R&B,2021-07-06
record_55a0e96e-94f6-4b6c-a047-c0d6efcb0db9,user_a36de87e-9ff3-44a1-aa89-be6abd2f6457,Walk stuff,Classical,2020-02-17
record_2d5bf7de-bc26-4981-9f60-8fa96859ecc1,user_7f825e94-d6a6-4266-b929-e27f83c202b0,Account common could,Pop,2020-01-03
record_229d0f78-a4a8-47cc-af1f-9644dce1b6d0,user_0ff9f9d8-a907-407b-a71a-e02028e4040d,Practice nice of,Classical,2020-07-12
record_7ec6f47d-809e-465e-ae48-2fc1e37ebf5c,user_cc6102cf-753d-4e7a-8bd1-a5335405b741,Beautiful plan every,Gospel,2020-10-27
record_818f4beb-66fc-48ce-b751-265ea804f101,user_46b61b9d-2a8a-4436-b3ca-2c544c46992e,Impact yourself address laugh,Techno,2021-09-12
record_341713b8-1c13-4565-a4a9-f76e959ed467,user_bf4b7630-b9dd-40f0-b534-ef841ea43194,Wall wait majority,Pop,2020-11-07
record_31258f73-caa5-459e-b804-b0cfcef16cac,user_94b498aa-2a93-4e8e-8efa-229604beea67,Film card east,R&B,2021-03-27
record_f1214ba7-cbbc-4232-bd8e-5d369656d3e1,user_262fa3ae-4706-432c-b54f-600abb327fb9,Third remember,Folk,2022-01-04
record_0358483d-4030-4e2a-ac79-390ffebd4eb8,user_81b9d067-7877-43cf-9793-6fb5ea6f4921,Both practice least,Hip-Hop,2022-06-22
record_ad752b6a-d567-44ae-93e5-84a9133fec9e,user_be70d0e1-070d-49e6-9d38-bc3b50036361,Product you,Soul,2020-10-22
record_eca68be8-fb16-4afb-8b73-6a05f2130960,user_698f1aee-2361-4313-b1fb-b1a04fc0dc11,Voice expert operation usually,Latin,2020-08-15
record_aca7c515-6e72-470a-9531-fddb4bad500b,user_4d3f9e9e-85d4-4656-83d3-6d5844b7bdfd,Ok,Funk,2020-04-21
record_30c89d7f-80e8-4e40-92ac-ff4e200f233d,user_eb19feb8-f1ce-477b-8669-6e7c2027eaf8,Support others,Punk,2023-05-26
record_4af471fa-59ba-4a93-8893-f71ed1d49a24,user_711954e7-3ed5-4894-adc0-cd8cbc14e1b6,Hope art create,Folk,2022-11-04
record_773623e9-8288-45c5-9374-7f5b5617e3fa,user_b9f34628-d1ed-4dd3-b5f8-9a5c0663bb23,Over let with,Hip-Hop,2021-06-23
record_0226fc72-ebc0-4e13-9731-155ce96c36ef,user_5c5440c4-3e24-4aa2-885a-4e1b262225d2,Because explain,Rock,2022-01-30
record_d448754a-69a1-4fab-9587-b257188b7c8c,user_83562067-9930-44d8-abfd-9ac6d18ac9ff,List occur evening coach,Gospel,2022-10-13
record_ef8b3136-52ee-46e9-97cb-0b52db53a328,user_545bd979-3f64-43f1-aa21-c02f4b7d574b,Media drive,Reggae,2020-08-07
record_f5ca07d7-6d05-4e38-b063-34dbc7907f82,user_d055c6b9-f09a-4ec7-bde2-bc10fc9be316,Personal,Blues,2022-01-26
record_76bf3921-175e-4737-8ead-9aee9135d1ee,user_51db6882-d754-4671-98cb-5b0a2e7c8210,Thousand local question,Folk,2021-11-12
record_6070a9e8-7ccb-4927-8012-5db8d111a995,user_8588d81c-301f-4444-ae70-de6d34931cbd,Power decade fact,Soul,2020-06-13
record_efcf6647-2b86-45f3-9c4c-46b7a3620770,user_3eafc224-9976-446a-ae84-1303e6775331,Morning street Mr wonder,Gospel,2020-07-29
record_e034d0bb-1b76-4569-abf5-1b06ca054040,user_25b40ebe-cb50-4a6c-b012-97de3e1cd0e5,Full,Folk,2022-05-14
record_7ea3700e-74c5-4020-98c1-efc4a40bca32,user_ef56ef95-1bcd-4591-b1ba-393c6f101e80,Cold full second,Rock,2022-03-05
record_f971b755-c5c7-451c-b2c7-46e4128a45fa,user_a02449e3-a328-47db-99e3-3ea3acf0f7ef,New machine,Disco,2020-12-19
record_004f64c0-e799-48ec-94e6-5cb8c87e6a0a,user_80b63994-e7f9-4f57-ab42-88683a70d183,Than buy night,Disco,2022-03-22
record_9e386713-ee7d-4fcd-9048-7b34f882e150,user_a5bef8b6-f8f0-47e1-8533-c48e6c257429,Model prove,Rock,2022-11-14
record_cac6d00d-0ce8-4b56-a0d6-3ad3dc1e0f0f,user_ef8fe53a-cbe0-4ec0-a2c0-1df9c4057f28,Bank part,Punk,2023-10-02
record_39a5d646-1633-4505-827b-c7f0895571db,user_4a9ffbf6-5430-45a4-b68e-0ae6f6737d8b,Discuss effort,Latin,2023-01-28
record_f2f68af2-ad5a-40df-aa15-a251ef2fc47b,user_270ed6ba-8f25-4337-abc7-70d6d603c214,Federal ask culture,Jazz,2020-11-10
record_8fa756ff-f93c-45a7-94e8-552753cd70ba,user_6992006b-130a-4ec4-ae76-ebf8739ccf0b,Painting article military,Electronic,2021-09-28
record_83820daa-c1e2-4f3d-bfaa-0a56e4a608d4,user_f26dab99-8635-4aad-9355-8e707f7dbc50,Pattern behind approach,Punk,2020-11-12
record_7556bab6-e019-4251-9c02-e0e13307944d,user_18c7c788-f894-4faf-bcfd-a85147994435,Run fall yourself,Metal,2020-01-28
record_fee8bc01-f0ad-4e72-a6fe-fcd3a76a9833,user_00b96163-8656-463c-b5f9-3373f0d8ef8f,Owner,Disco,2023-03-10
record_af3afbd2-d814-4fd2-847f-a1c50093e77d,user_28adf184-ee46-4e5e-99e7-c8bc77644a91,Want six quickly,Blues,2022-05-08
record_b05150ff-bf0e-41bd-a34e-14f505c93315,user_0b710364-1a30-4352-81b1-49d97055713c,Per democratic sort,Country,2021-03-09
record_3bca789d-b58c-4857-918a-ac49d0e6c228,user_705aee01-9e59-4941-a09a-3dcd86480e86,Story key thing,Classical,2022-04-28
record_648eb46c-4cbe-4a19-b0d3-6e25787c8d5a,user_e7925774-f0e0-41f2-8f39-7747868782c4,Able us,Blues,2022-01-22
record_c086a9be-abc5-4b0e-ab98-aa53b1bd6fd7,user_f5f0530f-e229-401c-b2e7-10a16aec386c,Move increase,Pop,2021-08-08
record_d01d6289-d3ee-4a9b-956d-586560a9971b,user_7da5ccfb-2e70-4bbb-9ffc-f87e45f87cf1,Watch,Folk,2021-08-26
record_17ef179f-968b-4aaa-9b7f-f7c958e57308,user_7f839d86-1ac5-40e8-adca-e98460a5da7d,Simply religious somebody myself,Blues,2023-04-19
record_25778e66-e835-4347-9d4e-98a48f8424a1,user_bab3f848-261f-4056-a865-4f01793058a3,Way real,Funk,2021-04-03
record_7ed607cd-e767-4db0-b2ce-793dd0c4a6d0,user_16a4c782-cb57-4c3b-859d-11eae6fb787b,Customer money,Funk,2020-08-01
record_7d1cb3fe-d358-47e2-8583-73c3910c7182,user_457ad608-9661-4384-9919-1d89c52fd0de,Media human tonight,Jazz,2023-08-05
record_fdaa99ae-96e8-4e1f-a7d0-16fdc28fd1dc,user_f921401a-7991-4db2-9491-2cb32b4146db,Responsibility art woman,R&B,2020-06-01
record_faae5b2d-a714-49c2-8ffa-1904fe9e6195,user_b76b00e9-cdd0-422c-85fe-3037f7b5d6e2,Yet thousand clearly,Metal,2020-01-11
record_eee602a8-25a0-4867-be70-d1f4d9a56419,user_43657ae1-59b5-470e-bfdc-9e4ff7e3be74,Star effort,Country,2022-07-06
record_cebb724f-6dd6-4c3e-90b9-7ffc5af02037,user_377075cd-a1c3-4f19-816c-0fdcfc973607,Rather interesting statement,Latin,2020-04-14
record_0fa8cf52-f560-4f6d-a737-d401c2a2d0b4,user_14358afa-97ae-43e8-bffc-bccc0a2509e9,Scientist on,Hip-Hop,2020-07-17
record_15198f9a-6e20-4f9c-a3b1-aa889ceecef2,user_1fcd340c-aef1-4633-a2e9-c6321864b606,During environment these,Classical,2020-10-09
record_4af3fb66-fe2f-49ae-98fa-7ed6ff03e7d6,user_b26fbc8f-e3c8-426f-9d4c-77eec730bacd,Magazine marriage determine,Hip-Hop,2021-02-13
record_a02ac02d-6b46-4dc6-9892-060b5983f98d,user_6f5fd3e4-5917-46a6-ba38-9fd920edb8d1,Two purpose stop,Jazz,2020-07-15
record_46c4fab9-f96b-4c2d-84b9-961909320e6f,user_b899bef7-8fe3-4c2e-bff3-bd3af3c8e344,National fast,Soul,2023-07-12
record_67b81848-0b10-4775-a3e3-607c7839caee,user_60a4da2a-a938-4987-8634-b17942c753e6,Wish real,Disco,2021-02-16
record_489ad7e4-9a03-44fa-b43b-409fd9fe195c,user_d383327a-dd9c-4a4f-bbaf-262c7a6d90a0,Such view economy,R&B,2020-10-15
record_9a764fd8-7615-4922-9daa-12e929f5e560,user_8929aa6d-3cab-4a72-85f6-6a33d8e69dc7,Money friend,Punk,2023-01-29
record_420d5fc0-6716-4710-ae7a-7a89e0d747d7,user_e7e6b288-eccf-4e8d-8ca3-414032972a89,Charge relate now,Funk,2020-12-29
record_13bb2ab3-5266-4948-b129-9e9e5e40b58a,user_0d29d7f5-4482-4c26-8c28-7a5538603482,Growth yes already,Funk,2023-03-23
record_a6cb5a60-b9cb-4430-beb7-a47542c2288d,user_45b6bfb5-8583-4674-b00c-98156f632a17,Sell billion return personal,Disco,2022-10-17
record_d21e1416-8b92-45fa-b9f7-5733fa96724a,user_5d548e33-55c4-4a8e-b78e-378e83ea5d8b,Itself represent even relate,Funk,2021-09-08
record_19b1734e-e4f4-4394-9e39-08f84fc0ae82,user_67d94733-c5bc-49e5-be21-214a3ddaaa5c,Happy end,Country,2022-06-10
record_0c723bf3-7126-4c85-995e-a89d566a6126,user_2697082a-a717-43ac-8f90-ec42f7d0f361,Wait feel simple kind,Indie,2023-10-06
record_1b48bbd1-fc6b-4f56-b223-80ca3161909d,user_83a40c0c-573e-44ec-8cac-b5951513f88b,Total TV,Hip-Hop,2023-06-30
record_d9e4f9ab-56de-42bd-b51d-a59c8de54b87,user_cb031078-240c-4854-8138-fe501f22aa64,Sell film people,Soul,2021-11-14
record_a02db0ba-0971-4fab-aa75-3334651adcd4,user_e37d7018-7a73-4c72-b008-c528fbbc2dd6,Director way north,R&B,2020-03-20
record_988e5ffa-3cb2-4271-9c1c-83030d118419,user_2b168709-9874-4018-a598-95ad3a213715,Trial customer say,Jazz,2020-03-25
record_224c213b-f07e-4de2-a047-e6c580b90e88,user_b7d4914f-294f-47fb-8f67-5ba4d7fb4010,Article though door,Latin,2020-09-15
record_8b12a40d-c64a-47b7-bb0d-816229d70aaf,user_df3e7ef1-4a35-451b-9ee0-539f4dc29e93,Moment brother television,Funk,2022-08-07
record_c853c764-3baf-47e6-8d08-ba8c3f3b0e45,user_cc7c0847-e810-43a6-9e92-1a2b2fea6e5c,Under measure,Funk,2022-11-26
record_b34005cf-d60d-488e-b1f1-7af56e2f816d,user_980f1916-c49f-4a20-b22a-ee39d8407abf,Network management,Disco,2023-01-20
record_74a28292-b754-46f0-b79b-55566f5f798b,user_39c15f65-04ab-4449-acad-af21bb7303e2,Even try music,Punk,2021-08-06
record_48abe8c6-a67a-408c-8ebe-b6f20c958aa9,user_2005b574-0cbc-4042-aacc-3dc23f7b4696,He near relate,Gospel,2022-09-25
record_e4568594-89bd-4b7d-a31c-bca3d28f74b9,user_05f9132b-47fb-4d2b-992c-17b3c4afb2df,Above might amount,Reggae,2022-10-19
record_fa475dbc-bded-4380-8d03-b0c06014b90b,user_f0a3d378-74cd-4498-9ef3-5bc90111a6cb,Break physical PM,Classical,2022-03-31
record_e82f6f68-e739-42e3-a2b7-f568861ea99e,user_7abd2d96-93e9-4c93-9070-786223ee682a,Point owner now,Folk,2021-06-16
record_0c130a29-687b-4a58-8622-96d7b3db37d8,user_b6757f94-9328-48f2-b4cf-661bcc3ce4ba,Eye TV,Folk,2020-04-01
record_e863bab0-c8e1-4275-9f0c-76bd6040cce1,user_827369a9-7b0e-4937-917e-632d1ed5620f,Great wide course,Reggae,2022-02-14
record_2f2fc1c6-5b12-4513-8d36-d03c5569edea,user_e45a0dfb-8675-4ff3-9bd1-4b97d1bd3add,Person value,Gospel,2021-03-12
record_a4b3f5be-9331-4bdc-9777-e39de2c93751,user_48e21be2-5c5a-445d-b290-92297b33f359,Near according exactly also,Latin,2023-08-07
record_02536fb9-bece-4f7c-9d16-424d8d12473f,user_38eaa9f8-e8fc-4ce4-a8ae-ffb882c1786c,Experience owner box,R&B,2023-10-12
record_1a00c513-bd13-405b-8841-879c4c8e680a,user_5a61e935-0fec-4c35-9bc4-58f9e7ecb067,Style region,R&B,2022-02-15
record_fdd8e8c7-c3bb-4241-be5d-d181971d31bb,user_bd870be7-25ae-4da4-8ba4-ccc4defc77df,Environmental be,Blues,2022-02-11
record_f6e0a7d7-9941-41a8-be28-49b147682cfb,user_24fa5b26-e5b7-47dc-8568-5fb7ed458587,Rise production,Reggae,2021-02-06
record_4af8869b-da39-44f5-89a2-5bf18e9fe3d4,user_e55c293b-427f-446d-857c-9648d6434c48,Current central,R&B,2023-10-22
record_b344ee49-352c-4e24-883f-05342c72e532,user_bc206040-0ecd-4160-b082-379527f24ad2,Career analysis reveal,Folk,2023-03-20
record_70d3e5f4-18ec-4aa4-9869-2736b7af0d8b,user_3c5d30bc-0ac2-4df1-8574-892d2f666df6,Game natural environmental,Punk,2023-07-02
record_0104059c-6029-42d6-a1e5-c6e900aa2088,user_4abdb786-0853-4401-87f5-21415dfc2670,Western parent firm speech,Soul,2022-10-27
record_a5e9b2a2-0dae-48c7-9fa1-0411f12b36a4,user_230e7640-510f-4161-99db-32262ae50274,Its beyond,Reggae,2023-11-07
record_bec6707b-1621-4afc-9b15-31ef4910916c,user_bbd5b1a2-0b2a-49c2-82e9-f458c503d70c,Mother for day,Jazz,2020-12-29
record_5cbf14c7-7b54-4e32-bfce-cba507c7277f,user_6ac27408-a0a6-4c57-a025-7b6854f7a8e3,Bar talk long,Jazz,2021-10-23
record_f87cab5e-a137-4292-9fec-3b22e1b5c4ab,user_6b7c5eb8-530c-4176-b438-6bce401b476b,Truth finally local,Reggae,2020-04-28
record_3dedd011-9004-43e2-ad89-657f4b8fa63e,user_adb1c2d0-d859-48df-91eb-3bde3483f516,Follow keep thank,Jazz,2022-04-23
record_ab8ecafc-cae3-4394-824b-45f860d63c8a,user_f10048b1-22b6-4946-9c64-ee72861f81a0,Second concern star,Rock,2022-02-28
record_855d19e1-a1ee-4d5c-bbd8-52ca44e4d8d8,user_4507d621-9cf5-4b66-91df-970ae966ce6d,Push film institution,Soul,2022-06-06
record_e793d30f-958f-499d-a8de-170732db99cd,user_6f33f39e-7659-4673-bd80-ca11394424b0,They rather,Folk,2021-12-12
record_3cfb375e-58b0-4f46-96a9-e3feae2d7508,user_fd0b54b6-0aa5-4cb0-8eec-502dc2c5307e,Such manage key,Electronic,2023-09-02
record_4d60ee76-a0fc-4845-b8ac-93de42b6da7e,user_3f05cd62-2de4-48e4-848b-09a680b6337a,Organization rise,Disco,2022-06-06
record_f1bb9284-88b2-4588-8be2-9b82ee0af064,user_8b404e7f-a42f-40f2-9422-69225efbabf9,Court relate,Rock,2023-05-21
record_119fec47-d970-49ec-9dde-ef72b41aec73,user_de985a55-c9fb-4872-9b5e-4e3abe43f4a2,Prevent expert agent,Country,2020-06-28
record_61255bc9-4ad5-4999-b752-0ebb2c168c28,user_f6cb31b3-48fa-4cd1-a483-7a59189af5d1,Campaign score,Hip-Hop,2023-01-30
record_7ca5f5cd-2dd5-46e7-a842-ee45a4dcd21a,user_482a8ed6-d5d3-4d7d-a617-19a5a59c2ab5,Available scene federal heart,Blues,2022-08-28
record_c9c25e02-2f2a-482d-896c-8ad91947f42f,user_1531f5ab-c72f-46c6-bfdb-2458530c9f40,To finish,Jazz,2023-11-09
record_15db89b3-9b7b-470c-96e5-91c467c2df78,user_ef41dd17-6885-4103-a9d1-038645ef0a7a,Stage method,Classical,2020-02-29
record_50fbb199-1029-4948-a0b6-91367f34dd6e,user_39c8d999-40e5-4fd0-9cd5-96a93239abee,Bill like,Rock,2021-04-03
record_e8b93a73-5448-4d1b-a4e4-d41ebd4a7404,user_f4e4f063-03e7-4840-bb1e-19c4fecc6c48,Manage ball upon history,Reggae,2021-11-04
record_2a628616-fdd1-4061-8b2d-a6947ca9e803,user_2913a0bf-a8c0-401e-9b73-aa7c2544888a,Wish always part,Techno,2022-03-15
record_9520a852-dc18-4f59-ad5b-af59f69ba9c9,user_3fbded9d-d59a-435c-863f-55f0b086f01e,Knowledge force read,Metal,2022-02-01
record_e8c43aa5-7cd7-4c68-9ad4-5b6e0583bbc6,user_9ebe7a86-09cf-406d-9ba2-20a751d16f03,Statement experience ago,Gospel,2022-01-27
record_d7f5d3c8-ac80-488f-8954-aa14ceba8fe2,user_fd5f9010-b064-46bd-b770-8ab5edcc59d8,President white which,Folk,2021-03-03
record_30a1258d-eda1-4234-b22e-dd61ba951999,user_c1843da7-1c73-4a62-976c-b4d9fbd5c68d,Society important research,Funk,2023-03-10
record_a5d45673-5c7f-4fbc-8182-9bc4df24528d,user_d390582a-b07d-43cc-ae2f-a1bebae4bd9d,Consider item sense,Techno,2021-06-18
record_4500ad7f-a31f-4d1b-beb1-a93c2cdc432c,user_2909393f-2d44-4442-a632-80ff5a69d6d9,Day degree easy,Funk,2023-06-04
record_09b8374d-4b18-4238-bec9-c25ae888ca34,user_d56cafca-9e34-4bf5-be9d-a2c357ffb0d5,Act administration player,Jazz,2023-11-24
record_97c1eedf-ed89-48ae-b25d-57e7e250a132,user_93dd4bec-b804-44e9-84c9-88af6b5673d7,Eat lay however usually,Latin,2021-11-20
record_17578be8-a6cf-45bf-9fb9-892c72a18e89,user_10dfa3b6-52b6-43a9-835a-ad110ad50ff2,Its either,Reggae,2023-08-27
record_7816c02e-bf80-44fd-9c41-7981f28811b5,user_bc1b3d82-cd8d-4b35-80b2-0aa44e456b2d,Woman city,Disco,2022-09-23
record_cb92a1e8-2f34-4435-bcec-d8cd82239535,user_a36de87e-9ff3-44a1-aa89-be6abd2f6457,Expert risk,Latin,2020-08-12
record_2705168c-a2f9-4bff-b08f-121f55b9ef38,user_7f825e94-d6a6-4266-b929-e27f83c202b0,Make education type,Latin,2023-12-13
record_e3c59c40-74e2-4618-91ac-a342dac4b920,user_0ff9f9d8-a907-407b-a71a-e02028e4040d,Popular service,Reggae,2021-06-04
record_4bad4e67-ea88-4670-a7a4-da4a541b303c,user_cc6102cf-753d-4e7a-8bd1-a5335405b741,Race during big,Gospel,2023-12-24
record_52301446-6d77-4dad-aeab-e4304487d66f,user_46b61b9d-2a8a-4436-b3ca-2c544c46992e,Loss bag force,Folk,2020-05-13
record_69a3e3da-92a4-467a-a868-713174482421,user_bf4b7630-b9dd-40f0-b534-ef841ea43194,Understand,R&B,2023-10-08
record_3a1eb421-3b71-4fe7-9ef0-18b1cc18a501,user_94b498aa-2a93-4e8e-8efa-229604beea67,See spend consumer color,Latin,2020-04-19
record_7f8e7c05-1008-4605-8b0c-6c545387c89d,user_262fa3ae-4706-432c-b54f-600abb327fb9,Mind entire,Rock,2023-12-18
record_60229089-69cc-48f9-8a4a-38a66a24e799,user_81b9d067-7877-43cf-9793-6fb5ea6f4921,Surface thousand,Metal,2022-10-17
record_dddb5711-f448-4f30-951b-71f96c967c84,user_be70d0e1-070d-49e6-9d38-bc3b50036361,Experience scientist bad,Pop,2020-01-17
record_cbf50912-23ca-4de0-b94d-41b2076fd9d3,user_698f1aee-2361-4313-b1fb-b1a04fc0dc11,News explain might turn,Funk,2023-01-15
record_b14d9744-9dd2-4e90-8fcb-aa66c33b9b88,user_4d3f9e9e-85d4-4656-83d3-6d5844b7bdfd,Describe exist,Soul,2022-05-07
record_19dfa4c6-6e50-4f0c-a1e1-8758bcef8b8b,user_eb19feb8-f1ce-477b-8669-6e7c2027eaf8,Mr quality page,Hip-Hop,2022-04-21
record_f659ddd9-6026-40ba-9056-4b5740d993d1,user_711954e7-3ed5-4894-adc0-cd8cbc14e1b6,Simply,Punk,2021-06-16
record_8b9cbc17-0a23-4334-8e8c-acfbe51d2dbf,user_b9f34628-d1ed-4dd3-b5f8-9a5c0663bb23,Enough child under,R&B,2021-06-23
record_58372838-ba65-47e7-ad6f-8bd03bee538a,user_5c5440c4-3e24-4aa2-885a-4e1b262225d2,Occur,Jazz,2022-03-18
record_b54adb79-61a4-480b-b48a-8e53db399f06,user_83562067-9930-44d8-abfd-9ac6d18ac9ff,Possible of scientist,Electronic,2020-02-15
record_60cf9511-e331-4659-bc77-a417aff4870a,user_545bd979-3f64-43f1-aa21-c02f4b7d574b,Degree ball lead yard,Disco,2022-08-23
record_d98362ac-271d-4ab7-89a0-1c31461432f1,user_d055c6b9-f09a-4ec7-bde2-bc10fc9be316,Young huge,Country,2022-09-29
record_3510f767-15f9-4015-b04b-4337cf03fd60,user_51db6882-d754-4671-98cb-5b0a2e7c8210,Pick owner minute protect,Blues,2021-05-12
record_939d2691-beb2-4690-a8cf-ebf4bf9ed03c,user_8588d81c-301f-4444-ae70-de6d34931cbd,Reflect special,Reggae,2023-02-20
record_7fde35fc-f27d-4c99-8859-d4a1e7464f74,user_3eafc224-9976-446a-ae84-1303e6775331,Lead happy rich happy,Reggae,2020-06-11
record_42cef88f-8736-4f44-8ea8-f630d7dc4a0e,user_25b40ebe-cb50-4a6c-b012-97de3e1cd0e5,Economy industry market,Blues,2021-09-20
record_61b51731-5596-4ca1-8c38-6a9f0f9f1c96,user_ef56ef95-1bcd-4591-b1ba-393c6f101e80,Stand until treatment,Jazz,2020-11-09
record_ffcb893e-1b80-4013-869b-ed7ad7574b6a,user_a02449e3-a328-47db-99e3-3ea3acf0f7ef,State fall risk,Metal,2021-09-05
record_c5dadfa6-f27a-4577-a4ab-fd432b8db979,user_80b63994-e7f9-4f57-ab42-88683a70d183,Oil activity and bank,Blues,2023-02-18
record_ed7bf9b9-77c5-4b31-9d2e-343447b2501e,user_a5bef8b6-f8f0-47e1-8533-c48e6c257429,Whose hear,Disco,2023-12-28
record_dedc43f2-3d6a-4219-b99a-27beb4e35d64,user_ef8fe53a-cbe0-4ec0-a2c0-1df9c4057f28,Share government face,Reggae,2021-12-03
record_db43dbee-9683-460e-b78b-6621c6974e86,user_4a9ffbf6-5430-45a4-b68e-0ae6f6737d8b,Network plant,Disco,2022-08-29
record_e35d39c6-1676-4376-af1f-f0e41e0b9f04,user_270ed6ba-8f25-4337-abc7-70d6d603c214,Big politics fish,R&B,2023-05-15
record_e5260c91-fa30-471c-8711-128a4e8ff977,user_6992006b-130a-4ec4-ae76-ebf8739ccf0b,Understand yourself suggest,Disco,2020-07-04
record_8ca5f1af-e7a8-44e4-8a29-0296dd80511b,user_f26dab99-8635-4aad-9355-8e707f7dbc50,Recognize particularly,Country,2021-08-12
record_1f541d75-3b92-453d-b083-61ca59ee5074,user_18c7c788-f894-4faf-bcfd-a85147994435,Reveal despite about certainly,Hip-Hop,2021-01-24
record_184aa805-6fc1-416f-a52f-477097e717da,user_00b96163-8656-463c-b5f9-3373f0d8ef8f,Remember research,Gospel,2023-10-10
record_76cd0699-c055-45c2-8d27-b3c5280ec7bf,user_28adf184-ee46-4e5e-99e7-c8bc77644a91,Edge certainly,Jazz,2022-09-16
record_43d01220-5805-4974-8222-16f76b29bf0e,user_0b710364-1a30-4352-81b1-49d97055713c,Home,Indie,2020-08-09
record_66446518-e061-44a4-a42a-4de079b810b1,user_705aee01-9e59-4941-a09a-3dcd86480e86,Sort send determine,Hip-Hop,2021-03-16
record_8463a11e-e048-4029-bb4f-21068e5cf5fe,user_e7925774-f0e0-41f2-8f39-7747868782c4,Some avoid popular,Latin,2022-06-24
record_7474a95e-75fe-423c-9397-bc5f10bfa42a,user_f5f0530f-e229-401c-b2e7-10a16aec386c,Company energy,Electronic,2023-08-27
record_c3504b5f-2504-44a7-af79-87968eaceaac,user_7da5ccfb-2e70-4bbb-9ffc-f87e45f87cf1,Charge serious partner,Soul,2023-06-04
record_a538963a-47ef-4eb3-b069-a9cf49874c78,user_7f839d86-1ac5-40e8-adca-e98460a5da7d,Check hard politics,Classical,2020-10-02
record_ff3420fe-cf7f-43f9-9131-1965883acc51,user_bab3f848-261f-4056-a865-4f01793058a3,Plant worker doctor,Techno,2022-10-07
record_2b677b60-88e7-431c-bd50-e0ab72d2e3b2,user_16a4c782-cb57-4c3b-859d-11eae6fb787b,Interest shake drug,Jazz,2022-09-13
record_40ef72f3-2382-4622-8da3-fd1cd6d21af2,user_457ad608-9661-4384-9919-1d89c52fd0de,Daughter third,Metal,2021-06-11
record_3ba9ea44-399e-4445-ad9b-f243edc8853a,user_f921401a-7991-4db2-9491-2cb32b4146db,Than organization,Punk,2020-12-10
record_4a127491-96dd-4d98-b90c-486c50cb54bb,user_b76b00e9-cdd0-422c-85fe-3037f7b5d6e2,Ready wait age,Folk,2023-03-09
record_5e0754f8-a113-4829-bd9b-31978514ec0c,user_43657ae1-59b5-470e-bfdc-9e4ff7e3be74,Base,Gospel,2023-05-07
record_1d30d7db-ec36-4dba-957f-0a5eebee3b49,user_377075cd-a1c3-4f19-816c-0fdcfc973607,Event them,Electronic,2022-03-14
record_c0e94817-4c1e-4764-974c-17d2bc67cd83,user_14358afa-97ae-43e8-bffc-bccc0a2509e9,Home adult stuff,Classical,2020-02-15
record_7e0804a4-aa12-4547-bc7f-4895659d0b60,user_1fcd340c-aef1-4633-a2e9-c6321864b606,Worry weight,Electronic,2020-08-26
record_bacc2f46-8a07-448d-9421-00839051eb82,user_b26fbc8f-e3c8-426f-9d4c-77eec730bacd,Capital either beyond,Classical,2022-08-21
record_27190579-3cc1-4c8f-aedc-56041bbf68f2,user_6f5fd3e4-5917-46a6-ba38-9fd920edb8d1,Chance crime window,Disco,2021-08-28
record_e5f55412-684a-4072-99df-75e6d827701d,user_b899bef7-8fe3-4c2e-bff3-bd3af3c8e344,My deal,Indie,2021-10-31
record_98b2fb6d-4560-45df-b05e-a713215e466c,user_60a4da2a-a938-4987-8634-b17942c753e6,No break large,Rock,2021-09-23
record_c845e721-29b9-4f2a-9368-bd468c87c99f,user_d383327a-dd9c-4a4f-bbaf-262c7a6d90a0,Show ever police,Hip-Hop,2023-02-20
record_16f3b4f6-56d7-4f7c-ba5c-a94daf08e8b5,user_8929aa6d-3cab-4a72-85f6-6a33d8e69dc7,Option cup,Folk,2022-03-22
record_1e4f97d6-5456-4384-84dd-2996fa658945,user_e7e6b288-eccf-4e8d-8ca3-414032972a89,Increase community business,Classical,2021-04-01
record_3bff9566-14af-46ee-8ba8-74eaa16d6b17,user_0d29d7f5-4482-4c26-8c28-7a5538603482,Floor,Soul,2020-07-08
record_79d6da42-72af-4076-ac15-60c1977233fa,user_45b6bfb5-8583-4674-b00c-98156f632a17,Stage program,Indie,2021-08-14
record_1f25fddf-8202-4717-a60b-4fb12378d8e4,user_5d548e33-55c4-4a8e-b78e-378e83ea5d8b,Strategy either action,Disco,2022-07-15
record_ef8e1d0f-5caf-4e81-9cca-9d5b473f6a78,user_67d94733-c5bc-49e5-be21-214a3ddaaa5c,Protect everything,Disco,2022-06-06
